Log Time,kerberos,Bat
2025-02-16 8:25:23,laptiev,3.55
2025-02-16 8:24:49,laptiev,3.543333
2025-02-16 8:24:15,laptiev,3.471667
2025-02-16 8:23:41,laptiev,3.546667
2025-02-16 8:23:07,laptiev,3.546667
2025-02-16 8:22:33,laptiev,3.473334
2025-02-16 8:21:59,laptiev,3.545
2025-02-16 8:21:25,laptiev,3.468333
2025-02-16 8:20:50,laptiev,3.546667
2025-02-16 8:20:16,laptiev,3.471667
2025-02-16 8:19:42,laptiev,3.471667
2025-02-16 8:19:08,laptiev,3.546667
2025-02-16 8:18:34,laptiev,3.473334
2025-02-16 8:18:00,laptiev,3.471667
2025-02-16 8:17:26,laptiev,3.471667
2025-02-16 8:16:52,laptiev,3.546667
2025-02-16 8:16:18,laptiev,3.546667
2025-02-16 8:15:44,laptiev,3.546667
2025-02-16 8:15:10,laptiev,3.473334
2025-02-16 8:14:36,laptiev,3.55
2025-02-16 8:14:02,laptiev,3.55
2025-02-16 8:13:28,laptiev,3.473334
2025-02-16 8:12:53,laptiev,3.473334
2025-02-16 8:12:19,laptiev,3.471667
2025-02-16 8:11:45,laptiev,3.55
2025-02-16 8:11:11,laptiev,3.473334
2025-02-16 8:10:37,laptiev,3.473334
2025-02-16 8:10:03,laptiev,3.546667
2025-02-16 8:09:29,laptiev,3.47
2025-02-16 8:08:55,laptiev,3.55
2025-02-16 8:08:21,laptiev,3.473334
2025-02-16 8:07:47,laptiev,3.55
2025-02-16 8:07:12,laptiev,3.546667
2025-02-16 8:06:38,laptiev,3.473334
2025-02-16 8:06:04,laptiev,3.55
2025-02-16 8:05:30,laptiev,3.546667
2025-02-16 8:04:56,laptiev,3.473334
2025-02-16 8:04:22,laptiev,3.55
2025-02-16 8:03:48,laptiev,3.473334
2025-02-16 8:03:14,laptiev,3.55
2025-02-16 8:02:40,laptiev,3.473334
2025-02-16 8:02:06,laptiev,3.473334
2025-02-16 8:01:31,laptiev,3.55
2025-02-16 8:00:57,laptiev,3.473334
2025-02-16 8:00:23,laptiev,3.55
2025-02-16 7:59:49,laptiev,3.473334
2025-02-16 7:59:15,laptiev,3.551667
2025-02-16 7:58:41,laptiev,3.475
2025-02-16 7:58:07,laptiev,3.55
2025-02-16 7:57:33,laptiev,3.473334
2025-02-16 7:56:59,laptiev,3.551667
2025-02-16 7:56:24,laptiev,3.473334
2025-02-16 7:55:50,laptiev,3.471667
2025-02-16 7:55:16,laptiev,3.473334
2025-02-16 7:54:42,laptiev,3.555
2025-02-16 7:54:08,laptiev,3.55
2025-02-16 7:53:34,laptiev,3.55
2025-02-16 7:53:00,laptiev,3.475
2025-02-16 7:52:26,laptiev,3.551667
2025-02-16 7:51:52,laptiev,3.475
2025-02-16 7:51:18,laptiev,3.55
2025-02-16 7:50:44,laptiev,3.55
2025-02-16 7:50:10,laptiev,3.475
2025-02-16 7:49:35,laptiev,3.55
2025-02-16 7:49:01,laptiev,3.473334
2025-02-16 7:48:27,laptiev,3.55
2025-02-16 7:47:53,laptiev,3.475
2025-02-16 7:47:19,laptiev,3.475
2025-02-16 7:46:45,laptiev,3.553333
2025-02-16 7:46:11,laptiev,3.551667
2025-02-16 7:45:37,laptiev,3.475
2025-02-16 7:45:03,laptiev,3.475
2025-02-16 7:44:29,laptiev,3.48
2025-02-16 7:43:55,laptiev,3.48
2025-02-16 7:43:21,laptiev,3.556667
2025-02-16 7:42:47,laptiev,3.551667
2025-02-16 7:42:12,laptiev,3.553333
2025-02-16 7:41:38,laptiev,3.475
2025-02-16 7:41:04,laptiev,3.551667
2025-02-16 7:40:30,laptiev,3.473334
2025-02-16 7:39:56,laptiev,3.551667
2025-02-16 7:39:22,laptiev,3.551667
2025-02-16 7:38:48,laptiev,3.478333
2025-02-16 7:38:14,laptiev,3.551667
2025-02-16 7:37:40,laptiev,3.551667
2025-02-16 7:37:06,laptiev,3.478333
2025-02-16 7:36:32,laptiev,3.551667
2025-02-16 7:35:58,laptiev,3.48
2025-02-16 7:35:23,laptiev,3.473334
2025-02-16 7:34:49,laptiev,3.551667
2025-02-16 7:34:15,laptiev,3.478333
2025-02-16 7:33:41,laptiev,3.555
2025-02-16 7:33:07,laptiev,3.551667
2025-02-16 7:32:33,laptiev,3.478333
2025-02-16 7:31:59,laptiev,3.551667
2025-02-16 7:31:25,laptiev,3.478333
2025-02-16 7:30:51,laptiev,3.553333
2025-02-16 7:30:17,laptiev,3.551667
2025-02-16 7:29:43,laptiev,3.475
2025-02-16 7:29:08,laptiev,3.473334
2025-02-16 7:28:34,laptiev,3.475
2025-02-16 7:28:00,laptiev,3.481667
2025-02-16 7:27:26,laptiev,3.556667
2025-02-16 7:26:52,laptiev,3.555
2025-02-16 7:26:18,laptiev,3.556667
2025-02-16 7:25:44,laptiev,3.478333
2025-02-16 7:25:10,laptiev,3.556667
2025-02-16 7:24:36,laptiev,3.556667
2025-02-16 7:24:02,laptiev,3.481667
2025-02-16 7:23:28,laptiev,3.556667
2025-02-16 7:22:54,laptiev,3.556667
2025-02-16 7:22:20,laptiev,3.48
2025-02-16 7:21:46,laptiev,3.551667
2025-02-16 7:21:11,laptiev,3.481667
2025-02-16 7:20:37,laptiev,3.556667
2025-02-16 7:20:03,laptiev,3.553333
2025-02-16 7:19:29,laptiev,3.48
2025-02-16 7:18:55,laptiev,3.555
2025-02-16 7:18:21,laptiev,3.481667
2025-02-16 7:17:47,laptiev,3.485
2025-02-16 7:17:13,laptiev,3.558333
2025-02-16 7:16:39,laptiev,3.56
2025-02-16 7:16:05,laptiev,3.553333
2025-02-16 7:15:30,laptiev,3.48
2025-02-16 7:14:56,laptiev,3.558333
2025-02-16 7:14:22,laptiev,3.556667
2025-02-16 7:13:48,laptiev,3.48
2025-02-16 7:13:14,laptiev,3.48
2025-02-16 7:12:40,laptiev,3.48
2025-02-16 7:12:06,laptiev,3.558333
2025-02-16 7:11:32,laptiev,3.558333
2025-02-16 7:10:58,laptiev,3.56
2025-02-16 7:10:24,laptiev,3.556667
2025-02-16 7:09:50,laptiev,3.481667
2025-02-16 7:09:16,laptiev,3.48
2025-02-16 7:08:42,laptiev,3.558333
2025-02-16 7:08:08,laptiev,3.481667
2025-02-16 7:07:33,laptiev,3.485
2025-02-16 7:06:59,laptiev,3.556667
2025-02-16 7:06:25,laptiev,3.485
2025-02-16 7:05:51,laptiev,3.485
2025-02-16 7:05:17,laptiev,3.56
2025-02-16 7:04:43,laptiev,3.48
2025-02-16 7:04:09,laptiev,3.558333
2025-02-16 7:03:35,laptiev,3.486667
2025-02-16 7:03:00,laptiev,3.486667
2025-02-16 7:02:26,laptiev,3.56
2025-02-16 7:01:52,laptiev,3.485
2025-02-16 7:01:18,laptiev,3.558333
2025-02-16 7:00:44,laptiev,3.48
2025-02-16 7:00:10,laptiev,3.481667
2025-02-16 6:59:36,laptiev,3.556667
2025-02-16 6:59:02,laptiev,3.485
2025-02-16 6:58:28,laptiev,3.563333
2025-02-16 6:57:54,laptiev,3.56
2025-02-16 6:57:20,laptiev,3.48
2025-02-16 6:56:45,laptiev,3.48
2025-02-16 6:56:11,laptiev,3.485
2025-02-16 6:55:37,laptiev,3.486667
2025-02-16 6:55:03,laptiev,3.561667
2025-02-16 6:54:29,laptiev,3.563333
2025-02-16 6:53:55,laptiev,3.56
2025-02-16 6:53:21,laptiev,3.485
2025-02-16 6:52:47,laptiev,3.485
2025-02-16 6:52:13,laptiev,3.561667
2025-02-16 6:51:39,laptiev,3.563333
2025-02-16 6:51:05,laptiev,3.486667
2025-02-16 6:50:31,laptiev,3.481667
2025-02-16 6:49:57,laptiev,3.485
2025-02-16 6:49:23,laptiev,3.485
2025-02-16 6:48:49,laptiev,3.563333
2025-02-16 6:48:15,laptiev,3.561667
2025-02-16 6:47:41,laptiev,3.486667
2025-02-16 6:47:07,laptiev,3.561667
2025-02-16 6:46:33,laptiev,3.486667
2025-02-16 6:45:58,laptiev,3.486667
2025-02-16 6:45:24,laptiev,3.561667
2025-02-16 6:44:50,laptiev,3.485
2025-02-16 6:44:16,laptiev,3.563333
2025-02-16 6:43:42,laptiev,3.56
2025-02-16 6:43:08,laptiev,3.486667
2025-02-16 6:42:34,laptiev,3.561667
2025-02-16 6:42:00,laptiev,3.486667
2025-02-16 6:41:26,laptiev,3.56
2025-02-16 6:40:52,laptiev,3.486667
2025-02-16 6:40:17,laptiev,3.486667
2025-02-16 6:39:43,laptiev,3.563333
2025-02-16 6:39:09,laptiev,3.563333
2025-02-16 6:38:35,laptiev,3.561667
2025-02-16 6:38:01,laptiev,3.481667
2025-02-16 6:37:27,laptiev,3.485
2025-02-16 6:36:53,laptiev,3.561667
2025-02-16 6:36:19,laptiev,3.486667
2025-02-16 6:35:44,laptiev,3.488333
2025-02-16 6:35:10,laptiev,3.486667
2025-02-16 6:34:36,laptiev,3.488333
2025-02-16 6:34:02,laptiev,3.563333
2025-02-16 6:33:28,laptiev,3.563333
2025-02-16 6:32:54,laptiev,3.563333
2025-02-16 6:32:20,laptiev,3.485
2025-02-16 6:31:46,laptiev,3.486667
2025-02-16 6:31:12,laptiev,3.561667
2025-02-16 6:30:38,laptiev,3.486667
2025-02-16 6:30:04,laptiev,3.563333
2025-02-16 6:29:30,laptiev,3.49
2025-02-16 6:28:55,laptiev,3.563333
2025-02-16 6:28:21,laptiev,3.565
2025-02-16 6:27:47,laptiev,3.563333
2025-02-16 6:27:13,laptiev,3.563333
2025-02-16 6:26:39,laptiev,3.49
2025-02-16 6:26:05,laptiev,3.488333
2025-02-16 6:25:31,laptiev,3.49
2025-02-16 6:24:57,laptiev,3.563333
2025-02-16 6:24:23,laptiev,3.563333
2025-02-16 6:23:49,laptiev,3.563333
2025-02-16 6:23:15,laptiev,3.485
2025-02-16 6:22:40,laptiev,3.563333
2025-02-16 6:22:06,laptiev,3.49
2025-02-16 6:21:32,laptiev,3.491667
2025-02-16 6:20:58,laptiev,3.49
2025-02-16 6:20:24,laptiev,3.488333
2025-02-16 6:19:50,laptiev,3.563333
2025-02-16 6:19:16,laptiev,3.49
2025-02-16 6:18:42,laptiev,3.49
2025-02-16 6:18:08,laptiev,3.49
2025-02-16 6:17:34,laptiev,3.563333
2025-02-16 6:17:00,laptiev,3.563333
2025-02-16 6:16:26,laptiev,3.49
2025-02-16 6:15:52,laptiev,3.491667
2025-02-16 6:15:18,laptiev,3.563333
2025-02-16 6:14:44,laptiev,3.565
2025-02-16 6:14:10,laptiev,3.563333
2025-02-16 6:13:36,laptiev,3.49
2025-02-16 6:13:01,laptiev,3.563333
2025-02-16 6:12:27,laptiev,3.486667
2025-02-16 6:11:53,laptiev,3.486667
2025-02-16 6:11:19,laptiev,3.568333
2025-02-16 6:10:45,laptiev,3.563333
2025-02-16 6:10:11,laptiev,3.5
2025-02-16 6:09:37,laptiev,3.491667
2025-02-16 6:09:03,laptiev,3.565
2025-02-16 6:08:29,laptiev,3.563333
2025-02-16 6:07:55,laptiev,3.491667
2025-02-16 6:07:21,laptiev,3.563333
2025-02-16 6:06:47,laptiev,3.491667
2025-02-16 6:06:13,laptiev,3.493333
2025-02-16 6:05:38,laptiev,3.563333
2025-02-16 6:05:04,laptiev,3.49
2025-02-16 6:04:30,laptiev,3.563333
2025-02-16 6:03:56,laptiev,3.493333
2025-02-16 6:03:22,laptiev,3.491667
2025-02-16 6:02:48,laptiev,3.568333
2025-02-16 6:02:14,laptiev,3.491667
2025-02-16 6:01:40,laptiev,3.493333
2025-02-16 6:01:06,laptiev,3.565
2025-02-16 6:00:31,laptiev,3.568333
2025-02-16 5:59:57,laptiev,3.563333
2025-02-16 5:59:23,laptiev,3.493333
2025-02-16 5:58:49,laptiev,3.568333
2025-02-16 5:58:15,laptiev,3.493333
2025-02-16 5:57:41,laptiev,3.498333
2025-02-16 5:57:07,laptiev,3.493333
2025-02-16 5:56:33,laptiev,3.493333
2025-02-16 5:55:59,laptiev,3.565
2025-02-16 5:55:24,laptiev,3.565
2025-02-16 5:54:50,laptiev,3.493333
2025-02-16 5:54:16,laptiev,3.568333
2025-02-16 5:53:42,laptiev,3.568333
2025-02-16 5:53:08,laptiev,3.57
2025-02-16 5:52:33,laptiev,3.568333
2025-02-16 5:51:59,laptiev,3.565
2025-02-16 5:51:25,laptiev,3.493333
2025-02-16 5:50:50,laptiev,3.57
2025-02-16 5:50:16,laptiev,3.565
2025-02-16 5:49:42,laptiev,3.493333
2025-02-16 5:49:08,laptiev,3.565
2025-02-16 5:48:34,laptiev,3.493333
2025-02-16 5:48:00,laptiev,3.493333
2025-02-16 5:47:26,laptiev,3.493333
2025-02-16 5:46:52,laptiev,3.57
2025-02-16 5:46:17,laptiev,3.495
2025-02-16 5:45:43,laptiev,3.493333
2025-02-16 5:45:09,laptiev,3.49
2025-02-16 5:44:35,laptiev,3.568333
2025-02-16 5:44:01,laptiev,3.493333
2025-02-16 5:43:26,laptiev,3.571666
2025-02-16 5:42:52,laptiev,3.568333
2025-02-16 5:42:18,laptiev,3.493333
2025-02-16 5:41:44,laptiev,3.493333
2025-02-16 5:41:10,laptiev,3.568333
2025-02-16 5:40:36,laptiev,3.493333
2025-02-16 5:40:02,laptiev,3.57
2025-02-16 5:39:28,laptiev,3.57
2025-02-16 5:38:54,laptiev,3.493333
2025-02-16 5:38:20,laptiev,3.57
2025-02-16 5:37:46,laptiev,3.493333
2025-02-16 5:37:11,laptiev,3.57
2025-02-16 5:36:37,laptiev,3.493333
2025-02-16 5:36:03,laptiev,3.493333
2025-02-16 5:35:29,laptiev,3.57
2025-02-16 5:34:55,laptiev,3.571666
2025-02-16 5:34:21,laptiev,3.568333
2025-02-16 5:33:47,laptiev,3.493333
2025-02-16 5:33:13,laptiev,3.495
2025-02-16 5:32:38,laptiev,3.57
2025-02-16 5:32:04,laptiev,3.493333
2025-02-16 5:31:30,laptiev,3.495
2025-02-16 5:30:56,laptiev,3.498333
2025-02-16 5:30:22,laptiev,3.57
2025-02-16 5:29:48,laptiev,3.493333
2025-02-16 5:29:14,laptiev,3.571666
2025-02-16 5:28:40,laptiev,3.49
2025-02-16 5:28:06,laptiev,3.57
2025-02-16 5:27:32,laptiev,3.498333
2025-02-16 5:26:58,laptiev,3.493333
2025-02-16 5:26:23,laptiev,3.57
2025-02-16 5:25:49,laptiev,3.498333
2025-02-16 5:25:15,laptiev,3.57
2025-02-16 5:24:41,laptiev,3.498333
2025-02-16 5:24:07,laptiev,3.498333
2025-02-16 5:23:33,laptiev,3.5
2025-02-16 5:22:59,laptiev,3.493333
2025-02-16 5:22:25,laptiev,3.575
2025-02-16 5:21:51,laptiev,3.575
2025-02-16 5:21:17,laptiev,3.493333
2025-02-16 5:20:42,laptiev,3.5
2025-02-16 5:20:08,laptiev,3.575
2025-02-16 5:19:34,laptiev,3.575
2025-02-16 5:19:00,laptiev,3.571666
2025-02-16 5:18:26,laptiev,3.493333
2025-02-16 5:17:52,laptiev,3.576667
2025-02-16 5:17:18,laptiev,3.5
2025-02-16 5:16:44,laptiev,3.501667
2025-02-16 5:16:10,laptiev,3.5
2025-02-16 5:15:36,laptiev,3.575
2025-02-16 5:15:02,laptiev,3.576667
2025-02-16 5:14:28,laptiev,3.575
2025-02-16 5:13:54,laptiev,3.571666
2025-02-16 5:13:20,laptiev,3.501667
2025-02-16 5:12:45,laptiev,3.498333
2025-02-16 5:12:11,laptiev,3.575
2025-02-16 5:11:37,laptiev,3.501667
2025-02-16 5:11:03,laptiev,3.575
2025-02-16 5:10:29,laptiev,3.571666
2025-02-16 5:09:55,laptiev,3.501667
2025-02-16 5:09:21,laptiev,3.498333
2025-02-16 5:08:47,laptiev,3.578333
2025-02-16 5:08:13,laptiev,3.576667
2025-02-16 5:07:39,laptiev,3.575
2025-02-16 5:07:05,laptiev,3.501667
2025-02-16 5:06:30,laptiev,3.576667
2025-02-16 5:05:56,laptiev,3.505
2025-02-16 5:05:22,laptiev,3.501667
2025-02-16 5:04:48,laptiev,3.498333
2025-02-16 5:04:14,laptiev,3.576667
2025-02-16 5:03:40,laptiev,3.578333
2025-02-16 5:03:06,laptiev,3.575
2025-02-16 5:02:32,laptiev,3.501667
2025-02-16 5:01:58,laptiev,3.501667
2025-02-16 5:01:24,laptiev,3.578333
2025-02-16 5:00:50,laptiev,3.578333
2025-02-16 5:00:16,laptiev,3.578333
2025-02-16 4:59:42,laptiev,3.501667
2025-02-16 4:59:07,laptiev,3.576667
2025-02-16 4:58:33,laptiev,3.501667
2025-02-16 4:57:59,laptiev,3.578333
2025-02-16 4:57:25,laptiev,3.576667
2025-02-16 4:56:51,laptiev,3.503333
2025-02-16 4:56:17,laptiev,3.505
2025-02-16 4:55:43,laptiev,3.501667
2025-02-16 4:55:09,laptiev,3.58
2025-02-16 4:54:35,laptiev,3.578333
2025-02-16 4:54:01,laptiev,3.578333
2025-02-16 4:53:27,laptiev,3.501667
2025-02-16 4:52:53,laptiev,3.505
2025-02-16 4:52:18,laptiev,3.58
2025-02-16 4:51:44,laptiev,3.503333
2025-02-16 4:51:10,laptiev,3.505
2025-02-16 4:50:36,laptiev,3.505
2025-02-16 4:50:02,laptiev,3.578333
2025-02-16 4:49:28,laptiev,3.503333
2025-02-16 4:48:54,laptiev,3.505
2025-02-16 4:48:20,laptiev,3.58
2025-02-16 4:47:46,laptiev,3.58
2025-02-16 4:47:11,laptiev,3.581666
2025-02-16 4:46:37,laptiev,3.505
2025-02-16 4:46:03,laptiev,3.578333
2025-02-16 4:45:29,laptiev,3.508333
2025-02-16 4:44:55,laptiev,3.58
2025-02-16 4:44:21,laptiev,3.506667
2025-02-16 4:43:47,laptiev,3.501667
2025-02-16 4:43:13,laptiev,3.578333
2025-02-16 4:42:39,laptiev,3.501667
2025-02-16 4:42:05,laptiev,3.58
2025-02-16 4:41:30,laptiev,3.58
2025-02-16 4:40:56,laptiev,3.505
2025-02-16 4:40:22,laptiev,3.508333
2025-02-16 4:39:48,laptiev,3.545
2025-02-16 4:39:14,laptiev,3.581666
2025-02-16 4:38:40,laptiev,3.506667
2025-02-16 4:38:06,laptiev,3.506667
2025-02-16 4:37:32,laptiev,3.578333
2025-02-16 4:36:58,laptiev,3.508333
2025-02-16 4:36:24,laptiev,3.581666
2025-02-16 4:35:50,laptiev,3.506667
2025-02-16 4:35:15,laptiev,3.505
2025-02-16 4:34:41,laptiev,3.58
2025-02-16 4:34:07,laptiev,3.501667
2025-02-16 4:33:33,laptiev,3.508333
2025-02-16 4:32:59,laptiev,3.58
2025-02-16 4:32:25,laptiev,3.508333
2025-02-16 4:31:51,laptiev,3.583333
2025-02-16 4:31:17,laptiev,3.58
2025-02-16 4:30:43,laptiev,3.508333
2025-02-16 4:30:08,laptiev,3.58
2025-02-16 4:29:34,laptiev,3.506667
2025-02-16 4:29:00,laptiev,3.583333
2025-02-16 4:28:26,laptiev,3.583333
2025-02-16 4:27:52,laptiev,3.508333
2025-02-16 4:27:18,laptiev,3.508333
2025-02-16 4:26:44,laptiev,3.583333
2025-02-16 4:26:10,laptiev,3.581666
2025-02-16 4:25:36,laptiev,3.511667
2025-02-16 4:25:02,laptiev,3.506667
2025-02-16 4:24:28,laptiev,3.508333
2025-02-16 4:23:54,laptiev,3.583333
2025-02-16 4:23:20,laptiev,3.583333
2025-02-16 4:22:46,laptiev,3.511667
2025-02-16 4:22:12,laptiev,3.508333
2025-02-16 4:21:38,laptiev,3.506667
2025-02-16 4:21:04,laptiev,3.583333
2025-02-16 4:20:30,laptiev,3.583333
2025-02-16 4:19:56,laptiev,3.506667
2025-02-16 4:19:22,laptiev,3.508333
2025-02-16 4:18:48,laptiev,3.581666
2025-02-16 4:18:13,laptiev,3.511667
2025-02-16 4:17:39,laptiev,3.583333
2025-02-16 4:17:05,laptiev,3.583333
2025-02-16 4:16:31,laptiev,3.508333
2025-02-16 4:15:57,laptiev,3.508333
2025-02-16 4:15:23,laptiev,3.583333
2025-02-16 4:14:49,laptiev,3.583333
2025-02-16 4:14:15,laptiev,3.583333
2025-02-16 4:13:41,laptiev,3.506667
2025-02-16 4:13:07,laptiev,3.583333
2025-02-16 4:12:33,laptiev,3.513333
2025-02-16 4:11:59,laptiev,3.583333
2025-02-16 4:11:25,laptiev,3.583333
2025-02-16 4:10:51,laptiev,3.513333
2025-02-16 4:10:17,laptiev,3.586667
2025-02-16 4:09:43,laptiev,3.583333
2025-02-16 4:09:08,laptiev,3.511667
2025-02-16 4:08:34,laptiev,3.583333
2025-02-16 4:08:00,laptiev,3.513333
2025-02-16 4:07:26,laptiev,3.583333
2025-02-16 4:06:52,laptiev,3.511667
2025-02-16 4:06:18,laptiev,3.513333
2025-02-16 4:05:44,laptiev,3.586667
2025-02-16 4:05:09,laptiev,3.513333
2025-02-16 4:04:35,laptiev,3.588334
2025-02-16 4:04:01,laptiev,3.511667
2025-02-16 4:03:27,laptiev,3.513333
2025-02-16 4:02:53,laptiev,3.586667
2025-02-16 4:02:19,laptiev,3.511667
2025-02-16 4:01:45,laptiev,3.586667
2025-02-16 4:01:11,laptiev,3.513333
2025-02-16 4:00:37,laptiev,3.586667
2025-02-16 4:00:03,laptiev,3.586667
2025-02-16 3:59:29,laptiev,3.516666
2025-02-16 3:58:55,laptiev,3.586667
2025-02-16 3:58:21,laptiev,3.516666
2025-02-16 3:57:46,laptiev,3.511667
2025-02-16 3:57:12,laptiev,3.586667
2025-02-16 3:56:38,laptiev,3.511667
2025-02-16 3:56:04,laptiev,3.586667
2025-02-16 3:55:30,laptiev,3.586667
2025-02-16 3:54:56,laptiev,3.511667
2025-02-16 3:54:22,laptiev,3.586667
2025-02-16 3:53:48,laptiev,3.516666
2025-02-16 3:53:14,laptiev,3.511667
2025-02-16 3:52:40,laptiev,3.511667
2025-02-16 3:52:06,laptiev,3.511667
2025-02-16 3:51:31,laptiev,3.593333
2025-02-16 3:50:57,laptiev,3.588334
2025-02-16 3:50:23,laptiev,3.516666
2025-02-16 3:49:49,laptiev,3.521667
2025-02-16 3:49:15,laptiev,3.516666
2025-02-16 3:48:41,laptiev,3.586667
2025-02-16 3:48:07,laptiev,3.586667
2025-02-16 3:47:33,laptiev,3.511667
2025-02-16 3:46:58,laptiev,3.516666
2025-02-16 3:46:24,laptiev,3.588334
2025-02-16 3:45:50,laptiev,3.518333
2025-02-16 3:45:16,laptiev,3.513333
2025-02-16 3:44:42,laptiev,3.518333
2025-02-16 3:44:08,laptiev,3.59
2025-02-16 3:43:34,laptiev,3.511667
2025-02-16 3:43:00,laptiev,3.516666
2025-02-16 3:42:25,laptiev,3.511667
2025-02-16 3:41:51,laptiev,3.595
2025-02-16 3:41:17,laptiev,3.511667
2025-02-16 3:40:43,laptiev,3.521667
2025-02-16 3:40:09,laptiev,3.521667
2025-02-16 3:39:35,laptiev,3.52
2025-02-16 3:39:01,laptiev,3.595
2025-02-16 3:38:27,laptiev,3.595
2025-02-16 3:37:53,laptiev,3.595
2025-02-16 3:37:19,laptiev,3.516666
2025-02-16 3:36:45,laptiev,3.521667
2025-02-16 3:36:11,laptiev,3.595
2025-02-16 3:35:37,laptiev,3.595
2025-02-16 3:35:03,laptiev,3.521667
2025-02-16 3:34:29,laptiev,3.518333
2025-02-16 3:33:55,laptiev,3.593333
2025-02-16 3:33:21,laptiev,3.593333
2025-02-16 3:32:47,laptiev,3.516666
2025-02-16 3:32:12,laptiev,3.595
2025-02-16 3:31:38,laptiev,3.513333
2025-02-16 3:31:04,laptiev,3.518333
2025-02-16 3:30:30,laptiev,3.595
2025-02-16 3:29:56,laptiev,3.521667
2025-02-16 3:29:22,laptiev,3.593333
2025-02-16 3:28:48,laptiev,3.521667
2025-02-16 3:28:14,laptiev,3.52
2025-02-16 3:27:40,laptiev,3.59
2025-02-16 3:27:06,laptiev,3.523334
2025-02-16 3:26:31,laptiev,3.595
2025-02-16 3:25:57,laptiev,3.595
2025-02-16 3:25:23,laptiev,3.523334
2025-02-16 3:24:49,laptiev,3.595
2025-02-16 3:24:15,laptiev,3.523334
2025-02-16 3:23:41,laptiev,3.595
2025-02-16 3:23:07,laptiev,3.521667
2025-02-16 3:22:33,laptiev,3.521667
2025-02-16 3:21:59,laptiev,3.598333
2025-02-16 3:21:25,laptiev,3.523334
2025-02-16 3:20:50,laptiev,3.598333
2025-02-16 3:20:16,laptiev,3.595
2025-02-16 3:19:42,laptiev,3.523334
2025-02-16 3:19:08,laptiev,3.523334
2025-02-16 3:18:34,laptiev,3.601667
2025-02-16 3:18:00,laptiev,3.598333
2025-02-16 3:17:26,laptiev,3.595
2025-02-16 3:16:52,laptiev,3.52
2025-02-16 3:16:17,laptiev,3.523334
2025-02-16 3:15:43,laptiev,3.601667
2025-02-16 3:15:09,laptiev,3.603333
2025-02-16 3:14:35,laptiev,3.598333
2025-02-16 3:14:01,laptiev,3.593333
2025-02-16 3:13:27,laptiev,3.523334
2025-02-16 3:12:53,laptiev,3.521667
2025-02-16 3:12:19,laptiev,3.521667
2025-02-16 3:11:45,laptiev,3.601667
2025-02-16 3:11:11,laptiev,3.598333
2025-02-16 3:10:37,laptiev,3.525
2025-02-16 3:10:03,laptiev,3.52
2025-02-16 3:09:29,laptiev,3.523334
2025-02-16 3:08:54,laptiev,3.603333
2025-02-16 3:08:20,laptiev,3.601667
2025-02-16 3:07:46,laptiev,3.521667
2025-02-16 3:07:12,laptiev,3.525
2025-02-16 3:06:38,laptiev,3.598333
2025-02-16 3:06:04,laptiev,3.526667
2025-02-16 3:05:30,laptiev,3.521667
2025-02-16 3:04:56,laptiev,3.598333
2025-02-16 3:04:22,laptiev,3.521667
2025-02-16 3:03:48,laptiev,3.521667
2025-02-16 3:03:14,laptiev,3.53
2025-02-16 3:02:39,laptiev,3.601667
2025-02-16 3:02:05,laptiev,3.521667
2025-02-16 3:01:31,laptiev,3.603333
2025-02-16 3:00:57,laptiev,3.598333
2025-02-16 3:00:23,laptiev,3.525
2025-02-16 2:59:49,laptiev,3.525
2025-02-16 2:59:15,laptiev,3.606667
2025-02-16 2:58:41,laptiev,3.603333
2025-02-16 2:58:07,laptiev,3.603333
2025-02-16 2:57:33,laptiev,3.53
2025-02-16 2:56:59,laptiev,3.603333
2025-02-16 2:56:25,laptiev,3.533333
2025-02-16 2:55:50,laptiev,3.606667
2025-02-16 2:55:16,laptiev,3.603333
2025-02-16 2:54:42,laptiev,3.525
2025-02-16 2:54:08,laptiev,3.53
2025-02-16 2:53:34,laptiev,3.606667
2025-02-16 2:53:00,laptiev,3.603333
2025-02-16 2:52:26,laptiev,3.53
2025-02-16 2:51:52,laptiev,3.523334
2025-02-16 2:51:18,laptiev,3.606667
2025-02-16 2:50:44,laptiev,3.606667
2025-02-16 2:50:10,laptiev,3.533333
2025-02-16 2:49:36,laptiev,3.53
2025-02-16 2:49:02,laptiev,3.606667
2025-02-16 2:48:28,laptiev,3.606667
2025-02-16 2:47:54,laptiev,3.53
2025-02-16 2:47:19,laptiev,3.603333
2025-02-16 2:46:45,laptiev,3.603333
2025-02-16 2:46:11,laptiev,3.533333
2025-02-16 2:45:37,laptiev,3.606667
2025-02-16 2:45:03,laptiev,3.533333
2025-02-16 2:44:29,laptiev,3.533333
2025-02-16 2:43:55,laptiev,3.606667
2025-02-16 2:43:21,laptiev,3.603333
2025-02-16 2:42:47,laptiev,3.606667
2025-02-16 2:42:13,laptiev,3.533333
2025-02-16 2:41:39,laptiev,3.606667
2025-02-16 2:41:05,laptiev,3.533333
2025-02-16 2:40:30,laptiev,3.533333
2025-02-16 2:39:56,laptiev,3.606667
2025-02-16 2:39:22,laptiev,3.533333
2025-02-16 2:38:48,laptiev,3.533333
2025-02-16 2:38:14,laptiev,3.608333
2025-02-16 2:37:40,laptiev,3.606667
2025-02-16 2:37:06,laptiev,3.606667
2025-02-16 2:36:32,laptiev,3.533333
