Log Time,Bat,kerberos
2025-02-15 14:38:12,4.02
2025-02-15 14:38:42,4.08
2025-02-15 14:39:13,4
2025-02-15 14:39:43,4.01
2025-02-15 14:40:15,4.13
2025-02-15 14:40:47,4.01
2025-02-15 14:41:19,4.02
2025-02-15 14:41:52,4
2025-02-15 14:42:24,4
2025-02-15 14:42:56,4
2025-02-15 14:43:28,4.01
2025-02-15 14:44:00,4.02
2025-02-15 14:44:32,4.01
2025-02-15 14:45:05,4.03
2025-02-15 14:45:37,4.11
2025-02-15 14:46:09,4.01
2025-02-15 14:46:42,4
2025-02-15 14:47:14,4
2025-02-15 14:47:46,4
2025-02-15 14:48:18,4.02
2025-02-15 14:48:51,4.01
2025-02-15 14:49:23,4.02
2025-02-15 14:49:55,4.01
2025-02-15 14:50:28,4.03
2025-02-15 14:51:00,4.02
2025-02-15 14:51:32,4
2025-02-15 14:52:05,4.01
2025-02-15 14:52:37,4.01
2025-02-15 14:53:09,4.01
2025-02-15 14:53:42,4.01
2025-02-15 14:54:14,4.01
2025-02-15 14:54:46,3.99
2025-02-15 14:55:18,4.11
2025-02-15 14:55:50,4.11
2025-02-15 14:56:23,4.01
2025-02-15 14:56:55,4
2025-02-15 14:57:27,4
2025-02-15 14:58:00,4.1
2025-02-15 14:58:32,4.11
2025-02-15 14:59:04,4.1
2025-02-15 14:59:36,4
2025-02-15 15:00:09,4
2025-02-15 15:00:41,4.01
2025-02-15 15:01:13,4.01
2025-02-15 15:01:45,4.01
2025-02-15 15:02:17,4
2025-02-15 15:02:50,4
2025-02-15 15:03:22,4
2025-02-15 15:03:54,4
2025-02-15 15:04:26,4.01
2025-02-15 15:04:59,4
2025-02-15 15:05:31,4.01
2025-02-15 15:06:03,3.98
2025-02-15 15:06:35,3.99
2025-02-15 15:07:08,4.01
2025-02-15 15:07:40,4.01
2025-02-15 15:08:12,4
2025-02-15 15:08:45,4.02
2025-02-15 15:09:17,4
2025-02-15 15:09:49,4.11
2025-02-15 15:10:21,4.1
2025-02-15 15:10:54,4.11
2025-02-15 15:11:26,3.99
2025-02-15 15:11:58,4
2025-02-15 15:12:30,4
2025-02-15 15:13:03,3.99
2025-02-15 15:13:35,3.99
2025-02-15 15:14:07,4
2025-02-15 15:14:40,3.99
2025-02-15 15:15:12,3.99
2025-02-15 15:15:44,3.99
2025-02-15 15:16:17,3.99
2025-02-15 15:16:49,4
2025-02-15 15:17:21,4
2025-02-15 15:17:53,4
2025-02-15 15:18:26,4
2025-02-15 15:18:58,4
2025-02-15 15:19:30,4.01
2025-02-15 15:20:02,4.1
2025-02-15 15:20:34,4.1
2025-02-15 15:21:06,4.09
2025-02-15 15:21:38,4
2025-02-15 15:22:11,4
2025-02-15 15:22:43,4
2025-02-15 15:23:16,4
2025-02-15 15:23:48,3.99
2025-02-15 15:24:20,4.09
2025-02-15 15:24:52,4
2025-02-15 15:25:24,3.99
2025-02-15 15:25:57,4
2025-02-15 15:26:29,3.99
2025-02-15 15:27:01,4
2025-02-15 15:27:33,4
2025-02-15 15:28:06,4
2025-02-15 15:28:38,4
2025-02-15 15:29:10,4.09
2025-02-15 15:29:42,4.1
2025-02-15 15:30:14,4.09
2025-02-15 15:30:47,4.1
2025-02-15 15:31:19,3.99
2025-02-15 15:31:51,3.98
2025-02-15 15:32:23,4
2025-02-15 15:32:55,4.09
2025-02-15 15:33:28,4.08
2025-02-15 15:34:00,4.08
2025-02-15 15:34:32,3.98
2025-02-15 15:35:04,3.99
2025-02-15 15:35:36,3.99
2025-02-15 15:36:08,3.99
2025-02-15 15:36:41,4
2025-02-15 15:37:13,4
2025-02-15 15:37:46,4.09
2025-02-15 15:38:18,3.99
2025-02-15 15:38:50,3.99
2025-02-15 15:39:23,4.09
2025-02-15 15:39:55,3.99
2025-02-15 15:40:27,3.98
2025-02-15 15:40:59,3.98
2025-02-15 15:41:32,4
2025-02-15 15:42:04,3.99
2025-02-15 15:42:36,3.99
2025-02-15 15:43:08,3.99
2025-02-15 15:43:41,3.99
2025-02-15 15:44:13,3.98
2025-02-15 15:44:45,4.1
2025-02-15 15:45:17,3.99
2025-02-15 15:45:50,3.99
2025-02-15 15:46:22,3.99
2025-02-15 15:46:54,3.99
2025-02-15 15:47:26,4.1
2025-02-15 15:47:58,3.99
2025-02-15 15:48:30,4.08
2025-02-15 15:49:03,3.99
2025-02-15 15:49:35,4
2025-02-15 15:50:07,4
2025-02-15 15:50:40,3.97
2025-02-15 15:51:12,4.09
2025-02-15 15:51:44,3.98
2025-02-15 15:52:17,3.98
2025-02-15 15:52:49,4.09
2025-02-15 15:53:21,3.99
2025-02-15 15:53:53,3.98
2025-02-15 15:54:25,3.98
2025-02-15 15:54:58,3.99
2025-02-15 15:55:30,4.1
2025-02-15 15:56:02,3.98
2025-02-15 15:56:35,3.98
2025-02-15 15:57:07,3.97
2025-02-15 15:57:39,3.98
2025-02-15 15:58:11,4
2025-02-15 15:58:44,3.99
2025-02-15 15:59:16,4.08
2025-02-15 15:59:48,3.98
2025-02-15 16:00:21,3.97
2025-02-15 16:00:53,3.97
2025-02-15 16:01:25,4.07
2025-02-15 16:01:57,4.08
2025-02-15 16:02:29,4.07
2025-02-15 16:03:02,3.98
2025-02-15 16:03:34,3.98
2025-02-15 16:04:06,3.96
2025-02-15 16:04:38,3.97
2025-02-15 16:05:11,3.98
2025-02-15 16:05:43,3.97
2025-02-15 16:06:15,3.98
2025-02-15 16:06:47,3.96
2025-02-15 16:07:19,3.97
2025-02-15 16:07:52,3.98
2025-02-15 16:08:24,3.97
2025-02-15 16:08:56,3.97
2025-02-15 16:09:29,3.97
2025-02-15 16:10:01,4.08
2025-02-15 16:10:33,3.97
2025-02-15 16:11:06,3.97
2025-02-15 16:11:38,3.97
2025-02-15 16:12:10,3.96
2025-02-15 16:12:43,3.97
2025-02-15 16:13:15,3.98
2025-02-15 16:13:47,3.97
2025-02-15 16:14:19,3.97
2025-02-15 16:14:51,4.05
2025-02-15 16:15:23,4.06
2025-02-15 16:15:56,3.97
2025-02-15 16:16:28,4.08
2025-02-15 16:17:00,3.97
2025-02-15 16:17:32,3.97
2025-02-15 16:18:04,3.97
2025-02-15 16:18:37,3.97
2025-02-15 16:19:09,3.96
2025-02-15 16:19:41,3.97
2025-02-15 16:20:13,3.96
2025-02-15 16:20:46,4.07
2025-02-15 16:21:18,4.07
2025-02-15 16:21:50,3.96
2025-02-15 16:22:22,3.97
2025-02-15 16:22:54,3.97
2025-02-15 16:23:27,3.97
2025-02-15 16:24:00,3.96
2025-02-15 16:24:32,3.96
2025-02-15 16:25:05,4.06
2025-02-15 16:25:37,3.96
2025-02-15 16:26:09,3.97
2025-02-15 16:26:42,3.96
2025-02-15 16:27:14,3.97
2025-02-15 16:27:46,3.97
2025-02-15 16:28:18,3.96
2025-02-15 16:28:51,3.97
2025-02-15 16:29:23,3.95
2025-02-15 16:29:55,3.96
2025-02-15 16:30:27,3.97
2025-02-15 16:31:00,3.96
2025-02-15 16:31:32,3.96
2025-02-15 16:32:04,3.96
2025-02-15 16:32:36,4.05
2025-02-15 16:33:09,4.06
2025-02-15 16:33:41,4.06
2025-02-15 16:34:13,3.97
2025-02-15 16:34:45,3.96
2025-02-15 16:35:18,3.96
2025-02-15 16:35:50,3.96
2025-02-15 16:36:22,3.97
2025-02-15 16:36:54,3.96
2025-02-15 16:37:27,3.98
2025-02-15 16:37:59,4.06
2025-02-15 16:38:31,3.96
2025-02-15 16:39:04,3.95
2025-02-15 16:39:36,3.96
2025-02-15 16:40:08,3.96
2025-02-15 16:40:40,4.06
2025-02-15 16:41:13,3.96
2025-02-15 16:41:45,3.96
2025-02-15 16:42:17,3.97
2025-02-15 16:42:50,3.96
2025-02-15 16:43:22,3.94
2025-02-15 16:43:54,3.96
2025-02-15 16:44:26,3.96
2025-02-15 16:44:59,3.96
2025-02-15 16:45:31,3.94
2025-02-15 16:46:03,3.95
2025-02-15 16:46:36,3.96
2025-02-15 16:47:08,3.97
2025-02-15 16:47:40,3.94
2025-02-15 16:48:12,3.96
2025-02-15 16:48:44,3.98
2025-02-15 16:49:17,3.96
2025-02-15 16:49:49,3.96
2025-02-15 16:50:21,3.96
2025-02-15 16:50:54,3.97
2025-02-15 16:51:26,3.96
2025-02-15 16:51:58,3.95
2025-02-15 16:52:31,3.96
2025-02-15 16:53:03,3.96
2025-02-15 16:53:35,3.94
2025-02-15 16:54:07,3.96
2025-02-15 16:54:40,3.96
2025-02-15 16:55:12,3.96
2025-02-15 16:55:44,3.95
2025-02-15 16:56:16,3.96
2025-02-15 16:56:49,3.94
2025-02-15 16:57:21,3.95
2025-02-15 16:57:53,3.95
2025-02-15 16:58:26,3.96
2025-02-15 16:58:58,3.96
2025-02-15 16:59:30,3.96
2025-02-15 17:00:03,3.96
2025-02-15 17:00:35,3.96
2025-02-15 17:01:07,3.95
2025-02-15 17:01:39,3.96
2025-02-15 17:02:12,3.96
2025-02-15 17:02:44,3.97
2025-02-15 17:03:16,3.96
2025-02-15 17:03:48,3.95
2025-02-15 17:04:21,3.96
2025-02-15 17:04:53,3.95
2025-02-15 17:05:25,3.94
2025-02-15 17:05:58,4.06
2025-02-15 17:06:30,3.96
2025-02-15 17:07:02,3.94
2025-02-15 17:07:34,3.95
2025-02-15 17:08:06,3.96
2025-02-15 17:08:39,3.94
2025-02-15 17:09:11,4.04
2025-02-15 17:09:43,3.94
2025-02-15 17:10:15,3.94
2025-02-15 17:10:48,3.94
2025-02-15 17:11:20,4.05
2025-02-15 17:11:52,4.04
2025-02-15 17:12:24,4.05
2025-02-15 17:12:57,4.05
2025-02-15 17:13:29,4.04
2025-02-15 17:14:01,4.05
2025-02-15 17:14:33,4.05
2025-02-15 17:15:05,4.05
2025-02-15 17:15:37,4.05
2025-02-15 17:16:10,3.94
2025-02-15 17:16:42,3.95
2025-02-15 17:17:14,3.94
2025-02-15 17:17:46,3.94
2025-02-15 17:18:19,3.94
2025-02-15 17:18:51,3.94
2025-02-15 17:19:23,3.95
2025-02-15 17:19:55,3.94
2025-02-15 17:20:28,3.95
2025-02-15 17:21:00,3.94
2025-02-15 17:21:32,3.94
2025-02-15 17:22:05,3.94
2025-02-15 17:22:37,3.94
2025-02-15 17:23:09,3.94
2025-02-15 17:23:42,3.93
2025-02-15 17:24:14,3.94
2025-02-15 17:24:46,3.93
2025-02-15 17:25:18,3.94
2025-02-15 17:25:51,3.94
2025-02-15 17:26:23,3.94
2025-02-15 17:26:55,3.95
2025-02-15 17:27:28,3.93
2025-02-15 17:28:00,3.94
2025-02-15 17:28:32,4.03
2025-02-15 17:29:04,3.94
2025-02-15 17:29:37,4.04
2025-02-15 17:30:09,4.04
2025-02-15 17:30:41,3.93
2025-02-15 17:31:13,3.93
2025-02-15 17:31:46,3.94
2025-02-15 17:32:18,3.92
2025-02-15 17:32:50,3.94
2025-02-15 17:33:22,4.03
2025-02-15 17:33:54,3.93
